session_id,visit_date,country,device_type,traffic_source,product_category_viewed,pages_viewed,time_on_site_minutes,added_to_cart,purchased,order_value_usd,cart_to_view_ratio,satisfaction_score,predicted_session_value,customer_segment
1924,2023-03-20,4,0,0,5,7,5.83,0,1,34.61,0.0,7.326416600159617,33.81567816697393,1
1925,2024-03-04,4,0,3,2,7,8.7,1,0,0.0,0.125,3.4716679968076614,33.81567816697393,2
1926,2023-05-07,1,2,3,3,3,6.17,1,1,56.78,0.25,7.462090981644055,14.492433500131686,1
1927,2024-11-02,0,1,1,0,1,5.18,1,1,35.79,0.5,7.067039106145252,4.8308111667105615,1
1928,2024-03-30,0,2,2,2,5,1.95,0,1,90.75,0.0,5.778132482043096,24.154055833552807,1
1929,2023-12-06,4,1,0,5,7,8.37,1,1,211.43,0.125,8.33998403830806,33.81567816697393,1
1930,2024-08-14,3,0,1,2,3,8.22,1,1,95.73,0.25,8.280127693535515,14.492433500131686,1
1931,2024-05-28,3,2,0,1,8,6.98,1,1,67.75,0.1111111111111111,7.785315243415802,38.64648933368449,1
1932,2023-04-13,4,1,4,4,8,6.16,1,1,275.31,0.1111111111111111,7.458100558659218,38.64648933368449,1
1933,2024-07-07,0,1,5,3,7,5.62,0,0,0.0,0.0,2.242617717478053,33.81567816697393,0
1934,2024-12-18,5,0,5,5,7,5.11,1,0,0.0,0.125,2.039106145251397,33.81567816697393,0
1935,2024-04-29,4,0,0,2,6,8.95,0,0,0.0,0.0,3.5714285714285716,28.98486700026337,2
1936,2023-11-16,4,1,3,4,7,5.81,1,0,0.0,0.125,2.3184357541899443,33.81567816697393,0
1937,2024-07-25,3,1,4,5,6,6.42,0,1,212.62,0.0,7.561851556264964,28.98486700026337,1
1938,2024-01-25,1,1,3,5,6,6.07,0,1,17.64,0.0,7.4221867517956905,28.98486700026337,1
1939,2024-03-31,4,2,5,4,2,5.9,0,0,0.0,0.0,2.354349561053472,9.661622333421123,2
1940,2023-11-08,5,2,5,5,5,6.33,1,0,0.0,0.16666666666666666,2.525937749401437,24.154055833552807,2
1941,2024-03-25,5,1,2,4,7,6.85,0,1,62.29,0.0,7.733439744612928,33.81567816697393,1
1942,2023-10-09,1,0,4,0,3,7.5,0,0,0.0,0.0,2.9928172386272944,14.492433500131686,2
1943,2023-04-16,3,1,2,0,5,3.54,1,1,236.77,0.16666666666666666,6.412609736632083,24.154055833552807,1
1944,2024-09-17,0,1,2,0,2,5.17,0,0,0.0,0.0,2.063048683160415,9.661622333421123,0
1945,2024-07-20,3,1,1,0,6,9.46,0,0,0.0,0.0,3.774940143655228,28.98486700026337,2
1946,2024-09-10,5,2,4,5,7,2.64,1,1,41.25,0.125,6.053471667996808,33.81567816697393,0
1947,2024-08-20,0,2,0,0,8,4.31,1,0,0.0,0.1111111111111111,1.7198723064644852,38.64648933368449,0
1948,2024-01-18,1,0,5,4,6,5.36,1,0,0.0,0.14285714285714285,2.138866719872307,28.98486700026337,0
1949,2023-06-28,5,2,0,5,3,8.23,0,0,0.0,0.0,3.2841181165203515,14.492433500131686,2
1950,2024-01-28,3,0,4,3,4,5.12,0,0,0.0,0.0,2.043096568236233,19.323244666842246,0
1951,2024-03-02,3,2,1,2,6,6.25,0,1,85.1,0.0,7.494014365522746,28.98486700026337,1
1952,2023-08-16,2,0,0,1,7,4.05,1,1,71.18,0.125,6.616121308858739,33.81567816697393,1
1953,2024-01-17,0,0,1,3,12,5.62,1,1,111.61,0.07692307692307693,7.242617717478053,57.96973400052674,1
1954,2024-08-07,5,1,4,4,4,6.36,1,1,17.87,0.2,7.537909018355946,19.323244666842246,1
1955,2023-08-03,4,0,3,1,6,6.81,0,1,19.81,0.0,7.717478052673583,28.98486700026337,1
1956,2023-04-04,0,0,5,0,10,3.17,0,0,0.0,0.0,1.2649640861931366,48.308111667105614,0
1957,2023-12-12,2,1,2,0,6,2.79,0,1,78.18,0.0,6.113328012769354,28.98486700026337,1
1958,2024-04-01,3,0,1,0,2,7.31,1,0,0.0,0.3333333333333333,2.9169992019154027,9.661622333421123,2
1959,2023-09-29,5,0,5,5,3,6.0,0,0,0.0,0.0,2.3942537909018355,14.492433500131686,2
1960,2024-08-14,1,1,4,2,6,5.96,1,1,113.84,0.14285714285714285,7.37829209896249,28.98486700026337,1
1961,2024-10-12,2,2,2,4,6,8.38,1,0,0.0,0.14285714285714285,3.3439744612928974,28.98486700026337,2
1962,2023-04-11,1,2,2,4,2,9.52,0,1,158.17,0.0,8.798882681564246,9.661622333421123,1
1963,2023-08-06,1,0,1,5,6,6.99,0,0,0.0,0.0,2.789305666400639,28.98486700026337,2
1964,2024-12-20,2,1,4,3,7,6.74,0,0,0.0,0.0,2.6895450917797286,33.81567816697393,2
1965,2023-07-07,1,1,1,0,5,4.92,1,1,181.28,0.16666666666666666,6.963288108539505,24.154055833552807,1
1966,2023-11-24,3,0,3,1,9,9.0,1,0,0.0,0.1,3.5913806863527538,43.47730050039505,2
1967,2023-08-21,1,0,1,5,7,3.59,0,0,0.0,0.0,1.4325618515562648,33.81567816697393,0
1968,2024-06-11,4,2,0,3,7,6.34,1,1,18.42,0.125,7.529928172386273,33.81567816697393,1
1969,2023-01-13,5,2,0,2,5,6.51,0,0,0.0,0.0,2.597765363128492,24.154055833552807,2
1970,2024-08-24,0,2,4,0,6,9.02,1,0,0.0,0.14285714285714285,3.599361532322426,28.98486700026337,2
1971,2024-07-06,3,2,4,0,8,6.53,0,1,80.37,0.0,7.6057462090981645,38.64648933368449,1
1972,2024-10-04,4,2,2,0,4,5.29,0,0,0.0,0.0,2.110933758978452,19.323244666842246,0
1973,2023-08-30,5,0,1,2,6,3.19,0,1,133.03,0.0,6.272944932162809,28.98486700026337,1
1974,2023-07-21,1,1,0,5,8,5.41,1,1,107.67,0.1111111111111111,7.158818834796489,38.64648933368449,1
1975,2023-05-09,2,0,1,1,5,5.22,0,0,0.0,0.0,2.083000798084597,24.154055833552807,0
1976,2023-03-02,0,1,2,3,8,3.13,0,0,0.0,0.0,1.249002394253791,38.64648933368449,0
1977,2023-06-25,5,2,0,2,11,6.25,0,0,0.0,0.0,2.494014365522746,53.138922833816174,2
1978,2023-04-25,5,2,3,0,3,1.4,1,0,0.0,0.25,0.5586592178770949,14.492433500131686,0
1979,2023-07-14,1,0,1,5,10,8.75,0,0,0.0,0.0,3.4916201117318435,48.308111667105614,2
1980,2023-12-26,1,0,3,3,7,4.39,0,0,0.0,0.0,1.7517956903431764,33.81567816697393,0
1981,2024-07-30,0,0,5,5,7,8.17,0,1,117.29,0.0,8.260175578611333,33.81567816697393,1
1982,2023-06-17,0,0,1,1,6,4.95,1,1,112.04,0.14285714285714285,6.975259377494014,28.98486700026337,1
1983,2023-10-21,4,1,4,2,4,6.34,0,1,97.26,0.0,7.529928172386273,19.323244666842246,1
1984,2023-09-21,1,2,1,3,4,8.53,1,1,182.43,0.2,8.403830806065443,19.323244666842246,1
1985,2023-03-26,4,1,5,5,5,8.66,1,0,0.0,0.16666666666666666,3.455706304868316,24.154055833552807,2
1986,2024-10-29,3,1,0,5,9,5.7,1,1,87.28,0.1,7.2745411013567445,43.47730050039505,1
1987,2024-09-14,4,1,5,2,6,5.53,0,0,0.0,0.0,2.206703910614525,28.98486700026337,0
1988,2023-07-28,5,0,0,5,4,5.09,1,1,75.03,0.2,7.031125299281724,19.323244666842246,1
1989,2024-03-22,2,2,5,1,10,4.85,1,1,98.05,0.09090909090909091,6.93535514764565,48.308111667105614,1
1990,2024-02-10,2,0,1,0,12,5.92,1,0,0.0,0.07692307692307693,2.3623304070231446,57.96973400052674,2
1991,2024-02-11,1,1,0,3,3,8.5,1,0,0.0,0.25,3.3918595371109337,14.492433500131686,2
1992,2024-02-03,2,1,3,5,3,5.97,0,0,0.0,0.0,2.3822825219473263,14.492433500131686,2
1993,2023-02-27,2,0,1,3,6,5.3,1,1,14.67,0.14285714285714285,7.114924181963288,28.98486700026337,1
1994,2024-11-16,4,2,3,3,6,9.7,1,1,28.42,0.14285714285714285,8.8707102952913,28.98486700026337,1
1995,2023-09-24,3,1,0,2,8,2.81,0,1,81.9,0.0,6.1213088587390265,38.64648933368449,1
1996,2024-12-26,5,2,1,1,9,5.13,1,1,30.56,0.1,7.04708699122107,43.47730050039505,1
1997,2023-11-14,2,1,2,3,6,4.45,0,0,0.0,0.0,1.775738228252195,28.98486700026337,0
1998,2023-02-08,0,0,1,1,7,2.83,1,0,0.0,0.125,1.1292897047086992,33.81567816697393,0
1999,2024-09-17,1,0,4,3,6,5.03,1,1,52.55,0.14285714285714285,7.007182761372706,28.98486700026337,1
2000,2023-12-07,2,2,1,5,4,7.23,0,1,61.48,0.0,7.885075818036712,19.323244666842246,1
2001,2023-10-24,2,0,5,3,2,6.25,0,0,0.0,0.0,2.494014365522746,9.661622333421123,2
2002,2024-06-20,5,0,4,2,6,6.99,0,0,0.0,0.0,2.789305666400639,28.98486700026337,2
2003,2023-12-15,1,0,0,3,5,5.94,0,1,53.51,0.0,7.370311252992817,24.154055833552807,1
2004,2023-05-10,0,2,5,0,4,8.15,1,1,43.64,0.2,8.25219473264166,19.323244666842246,1
2005,2024-12-21,1,2,5,2,7,3.65,1,0,0.0,0.125,1.4565043894652834,33.81567816697393,0
2006,2023-06-27,3,2,1,1,9,6.71,0,0,0.0,0.0,2.6775738228252193,43.47730050039505,2
2007,2023-10-08,4,1,4,0,12,6.03,0,1,71.31,0.0,7.406225059856345,57.96973400052674,1
2008,2023-05-14,0,1,3,1,7,7.82,0,0,0.0,0.0,3.1205107741420597,33.81567816697393,2
2009,2023-02-05,0,2,5,0,1,4.96,1,0,0.0,0.5,1.9792498004788508,4.8308111667105615,0
2010,2024-12-01,1,1,4,5,6,8.18,0,0,0.0,0.0,3.2641660015961693,28.98486700026337,2
2011,2023-01-29,3,1,1,1,7,7.53,0,0,0.0,0.0,3.0047885075818037,33.81567816697393,2
2012,2024-09-29,0,2,0,2,9,6.74,0,1,54.68,0.0,7.689545091779729,43.47730050039505,1
2013,2023-04-04,0,2,4,5,8,8.21,1,0,0.0,0.1111111111111111,3.2761372705506786,38.64648933368449,2
2014,2024-03-21,4,2,2,4,8,5.84,0,0,0.0,0.0,2.3304070231444536,38.64648933368449,2
2015,2023-02-06,1,1,1,0,11,3.96,0,0,0.0,0.0,1.5802075019952118,53.138922833816174,0
2016,2023-06-26,1,0,4,1,7,8.48,0,0,0.0,0.0,3.383878691141261,33.81567816697393,2
2017,2024-12-27,4,0,5,4,1,7.69,1,0,0.0,0.5,3.068635275339186,4.8308111667105615,2
2018,2024-05-01,4,1,2,1,7,6.78,0,1,161.87,0.0,7.705506783719074,33.81567816697393,1
2019,2024-11-02,1,2,5,1,3,6.34,1,1,150.05,0.25,7.529928172386273,14.492433500131686,1
2020,2023-06-24,1,0,2,1,4,5.92,0,0,0.0,0.0,2.3623304070231446,19.323244666842246,2
2021,2024-07-26,2,2,3,5,5,7.85,1,1,37.53,0.16666666666666666,8.13248204309657,24.154055833552807,1
2022,2023-09-30,3,2,5,1,10,8.39,1,1,60.27,0.09090909090909091,8.347964884277733,48.308111667105614,1
2023,2023-08-19,1,1,5,0,6,4.48,0,0,0.0,0.0,1.7877094972067042,28.98486700026337,0
2024,2023-12-31,3,1,4,2,8,5.33,1,1,19.58,0.1111111111111111,7.1268954509177975,38.64648933368449,1
2025,2024-07-25,4,0,3,5,9,5.26,1,0,0.0,0.1,2.0989624900239425,43.47730050039505,0
2026,2024-06-10,4,0,5,2,3,6.79,0,1,46.0,0.0,7.709497206703911,14.492433500131686,1
2027,2023-08-16,0,1,4,3,5,10.52,0,0,0.0,0.0,4.197924980047885,24.154055833552807,2
2028,2023-08-30,1,2,3,1,9,6.09,0,1,29.43,0.0,7.430167597765363,43.47730050039505,1
2029,2023-12-22,2,0,3,4,9,7.65,1,0,0.0,0.1,3.052673583399841,43.47730050039505,2
2030,2023-02-26,0,1,1,3,8,8.75,0,0,0.0,0.0,3.4916201117318435,38.64648933368449,2
2031,2024-06-17,1,1,5,2,6,3.4,1,1,41.32,0.14285714285714285,6.356743814844373,28.98486700026337,1
2032,2023-12-09,5,2,3,0,6,6.23,0,0,0.0,0.0,2.486033519553073,28.98486700026337,2
2033,2023-01-21,2,0,3,1,8,6.46,1,0,0.0,0.1111111111111111,2.57781324820431,38.64648933368449,2
2034,2023-08-13,2,2,0,3,10,4.75,1,0,0.0,0.09090909090909091,1.8954509177972867,48.308111667105614,0
2035,2024-07-28,5,2,0,4,4,7.41,0,0,0.0,0.0,2.956903431763767,19.323244666842246,2
2036,2024-12-17,3,2,5,2,9,6.68,1,0,0.0,0.1,2.66560255387071,43.47730050039505,2
2037,2023-05-09,3,1,1,0,6,8.52,0,1,58.56,0.0,8.399840383080607,28.98486700026337,1
2038,2023-03-08,2,0,1,1,5,4.37,1,1,26.92,0.16666666666666666,6.743814844373504,24.154055833552807,1
2039,2023-12-11,1,1,1,1,9,5.56,1,0,0.0,0.1,2.2186751795690345,43.47730050039505,0
2040,2023-10-11,0,0,1,4,3,6.21,0,0,0.0,0.0,2.4780526735834,14.492433500131686,2
2041,2023-01-29,5,2,1,2,8,6.78,0,0,0.0,0.0,2.7055067837190743,38.64648933368449,2
2042,2024-09-09,4,0,1,1,5,5.92,0,1,114.72,0.0,7.362330407023144,24.154055833552807,1
2043,2024-02-12,4,2,0,2,5,2.95,0,0,0.0,0.0,1.177174780526736,24.154055833552807,0
2044,2024-03-14,3,2,0,4,4,2.95,0,0,0.0,0.0,1.177174780526736,19.323244666842246,0
2045,2024-06-21,2,2,0,4,4,7.51,0,0,0.0,0.0,2.996807661612131,19.323244666842246,2
2046,2023-06-06,4,0,5,2,5,11.17,0,1,14.53,0.0,9.457302474062251,24.154055833552807,1
2047,2024-10-29,4,2,4,0,7,6.96,0,0,0.0,0.0,2.7773343974461295,33.81567816697393,2
2048,2024-04-06,2,2,0,3,5,4.69,1,0,0.0,0.16666666666666666,1.8715083798882683,24.154055833552807,0
2049,2023-02-27,0,2,4,3,7,7.71,1,0,0.0,0.125,3.076616121308859,33.81567816697393,2
2050,2023-05-13,1,0,0,1,5,5.1,0,1,71.28,0.0,7.035115722266561,24.154055833552807,1
2051,2023-02-26,5,0,4,2,11,4.16,0,1,104.59,0.0,6.66001596169194,53.138922833816174,1
2052,2023-06-10,0,1,2,2,9,7.66,0,0,0.0,0.0,3.056664006384677,43.47730050039505,2
2053,2024-03-07,2,1,4,2,6,5.89,1,0,0.0,0.14285714285714285,2.3503591380686353,28.98486700026337,2
2054,2023-07-22,0,0,5,3,7,8.92,1,1,161.58,0.125,8.559457302474062,33.81567816697393,1
2055,2024-12-22,0,0,5,3,8,5.46,0,1,48.11,0.0,7.17877094972067,38.64648933368449,1
2056,2024-11-03,3,1,4,2,6,6.8,0,0,0.0,0.0,2.713487629688747,28.98486700026337,2
2057,2024-09-01,3,2,0,3,3,5.63,0,1,24.13,0.0,7.2466081404628895,14.492433500131686,1
2058,2023-03-18,1,2,2,1,5,4.22,1,0,0.0,0.16666666666666666,1.6839584996009576,24.154055833552807,0
2059,2024-02-06,3,1,4,3,5,1.7,0,0,0.0,0.0,0.6783719074221868,24.154055833552807,0
2060,2024-05-23,2,2,0,5,7,1.46,0,1,13.67,0.0,5.582601755786113,33.81567816697393,0
2061,2024-08-20,5,1,0,3,4,6.0,0,0,0.0,0.0,2.3942537909018355,19.323244666842246,2
2062,2024-02-02,4,0,1,1,3,5.57,0,0,0.0,0.0,2.222665602553871,14.492433500131686,0
2063,2024-08-04,3,2,1,4,6,7.74,1,0,0.0,0.14285714285714285,3.0885873902633683,28.98486700026337,2
2064,2024-04-25,2,2,0,4,5,8.32,1,1,104.15,0.16666666666666666,8.32003192338388,24.154055833552807,1
2065,2024-02-22,4,1,2,4,11,11.49,0,0,0.0,0.0,4.584996009577015,53.138922833816174,2
2066,2024-03-22,3,0,1,4,11,7.09,1,1,30.17,0.08333333333333333,7.829209896249003,53.138922833816174,1
2067,2024-12-27,3,0,5,3,7,6.37,0,0,0.0,0.0,2.5418994413407825,33.81567816697393,2
2068,2023-04-25,2,1,1,3,4,3.83,1,0,0.0,0.2,1.5283320031923384,19.323244666842246,0
2069,2023-08-25,1,0,3,1,10,3.82,1,1,62.26,0.09090909090909091,6.524341580207502,48.308111667105614,1
2070,2024-04-18,2,1,3,5,14,4.13,0,1,57.44,0.0,6.648044692737431,67.63135633394786,1
2071,2024-05-13,2,1,4,1,7,6.95,0,0,0.0,0.0,2.773343974461293,33.81567816697393,2
2072,2023-06-04,3,0,0,4,5,3.6,0,1,78.27,0.0,6.436552274541102,24.154055833552807,1
2073,2023-01-05,3,1,2,2,12,4.86,0,1,58.3,0.0,6.939345570630487,57.96973400052674,1
2074,2024-05-23,1,2,5,0,8,6.78,1,1,68.83,0.1111111111111111,7.705506783719074,38.64648933368449,1
2075,2023-12-23,3,0,3,1,4,5.7,1,1,281.65,0.2,7.2745411013567445,19.323244666842246,1
2076,2023-07-24,0,1,2,1,7,5.44,1,0,0.0,0.125,2.170790103750998,33.81567816697393,0
2077,2024-10-01,2,0,3,1,6,9.57,0,0,0.0,0.0,3.818834796488428,28.98486700026337,2
2078,2023-11-05,4,0,4,2,6,4.48,1,1,111.62,0.14285714285714285,6.787709497206704,28.98486700026337,1
2079,2023-05-13,1,2,1,0,5,8.99,0,0,0.0,0.0,3.5873902633679173,24.154055833552807,2
2080,2024-07-01,2,0,0,2,9,8.91,0,0,0.0,0.0,3.5554668794892264,43.47730050039505,2
2081,2023-05-14,1,1,2,0,2,7.96,0,0,0.0,0.0,3.1763766959297683,9.661622333421123,2
2082,2023-02-06,0,0,2,5,3,6.98,0,1,25.66,0.0,7.785315243415802,14.492433500131686,1
2083,2024-11-28,1,0,5,1,4,10.25,0,0,0.0,0.0,4.090183559457302,19.323244666842246,2
2084,2023-02-20,4,0,2,1,10,2.31,0,1,48.49,0.0,5.921787709497207,48.308111667105614,0
2085,2023-07-27,0,1,5,5,9,3.97,0,1,36.1,0.0,6.584197924980048,43.47730050039505,1
2086,2024-11-08,4,1,1,4,7,7.85,0,1,34.95,0.0,8.13248204309657,33.81567816697393,1
2087,2024-02-28,0,1,3,5,8,8.46,1,0,0.0,0.1111111111111111,3.375897845171589,38.64648933368449,2
2088,2024-06-22,3,0,0,3,8,1.91,0,0,0.0,0.0,0.762170790103751,38.64648933368449,0
2089,2024-11-24,4,2,1,2,5,7.75,0,1,70.1,0.0,8.092577813248205,24.154055833552807,1
2090,2024-04-21,0,2,5,0,7,3.0,0,0,0.0,0.0,1.1971268954509178,33.81567816697393,0
2091,2024-08-01,3,2,1,1,7,7.03,1,1,42.05,0.125,7.805267358339984,33.81567816697393,1
2092,2023-11-15,5,1,2,3,13,8.71,1,1,114.03,0.07142857142857142,8.475658419792499,62.8005451672373,1
2093,2023-04-16,3,2,4,3,8,6.0,1,0,0.0,0.1111111111111111,2.3942537909018355,38.64648933368449,2
2094,2024-06-24,2,0,2,5,6,5.13,0,0,0.0,0.0,2.0470869912210694,28.98486700026337,0
2095,2023-08-20,0,0,1,5,6,7.51,0,0,0.0,0.0,2.996807661612131,28.98486700026337,2
2096,2024-10-04,2,1,2,4,2,6.81,1,0,0.0,0.3333333333333333,2.717478052673583,9.661622333421123,2
2097,2024-12-15,3,0,0,2,9,4.05,0,1,48.42,0.0,6.616121308858739,43.47730050039505,1
2098,2024-03-02,2,1,3,1,6,7.64,1,0,0.0,0.14285714285714285,3.048683160415004,28.98486700026337,2
2099,2023-01-17,0,2,1,1,5,9.32,1,0,0.0,0.16666666666666666,3.719074221867518,24.154055833552807,2
2100,2024-02-04,1,1,0,5,4,7.12,0,1,25.7,0.0,7.841181165203512,19.323244666842246,1
2101,2024-02-06,5,1,2,1,4,4.48,1,0,0.0,0.2,1.7877094972067042,19.323244666842246,0
2102,2023-05-28,5,0,0,2,3,5.9,0,1,21.48,0.0,7.354349561053472,14.492433500131686,1
2103,2023-12-09,2,2,2,3,4,7.39,0,0,0.0,0.0,2.948922585794094,19.323244666842246,2
2104,2024-08-26,0,2,3,2,8,7.71,0,1,158.09,0.0,8.07661612130886,38.64648933368449,1
2105,2024-06-11,5,2,2,4,9,7.94,0,1,112.17,0.0,8.168395849960095,43.47730050039505,1
2106,2024-12-30,3,0,4,3,3,6.25,1,1,26.47,0.25,7.494014365522746,14.492433500131686,1
2107,2023-09-14,1,1,2,2,7,2.56,1,0,0.0,0.125,1.0215482841181165,33.81567816697393,0
2108,2023-05-14,2,2,4,3,9,4.04,0,0,0.0,0.0,1.6121308858739027,43.47730050039505,0
2109,2023-07-08,3,1,1,4,6,6.32,1,0,0.0,0.14285714285714285,2.5219473264166004,28.98486700026337,2
2110,2023-08-12,0,2,1,4,7,7.19,0,0,0.0,0.0,2.869114126097367,33.81567816697393,2
2111,2024-12-30,3,2,4,5,7,5.55,0,0,0.0,0.0,2.214684756584198,33.81567816697393,0
2112,2023-02-07,5,0,3,2,5,2.28,0,1,42.2,0.0,5.909816440542698,24.154055833552807,0
2113,2023-11-09,1,1,5,2,7,7.28,1,1,116.57,0.125,7.905027932960894,33.81567816697393,1
2114,2024-04-07,3,0,3,0,5,7.14,0,1,44.27,0.0,7.849162011173184,24.154055833552807,1
2115,2024-01-08,5,2,5,5,5,7.51,0,1,130.85,0.0,7.996807661612131,24.154055833552807,1
2116,2024-10-03,5,0,3,5,9,5.59,1,0,0.0,0.1,2.2306464485235438,43.47730050039505,0
2117,2023-05-14,3,1,2,1,4,8.69,1,1,39.74,0.2,8.467677573822826,19.323244666842246,1
2118,2023-09-17,1,0,3,2,6,3.57,0,1,16.25,0.0,6.424581005586592,28.98486700026337,0
2119,2023-03-26,2,1,2,2,7,7.38,1,0,0.0,0.125,2.9449321628092577,33.81567816697393,2
2120,2024-04-18,5,1,0,1,6,5.68,0,0,0.0,0.0,2.2665602553870707,28.98486700026337,0
2121,2024-03-18,1,0,1,1,4,5.38,0,0,0.0,0.0,2.1468475658419797,19.323244666842246,0
2122,2023-01-07,2,2,3,3,5,7.64,1,0,0.0,0.16666666666666666,3.048683160415004,24.154055833552807,2
2123,2023-08-08,5,2,5,5,5,8.34,0,1,52.03,0.0,8.328012769353553,24.154055833552807,1
2124,2024-04-22,2,0,3,3,4,5.66,0,0,0.0,0.0,2.2585794094173983,19.323244666842246,0
2125,2024-07-14,1,2,2,5,8,12.53,0,0,0.0,0.0,5.0,38.64648933368449,2
2126,2024-02-11,5,2,1,5,8,5.29,1,0,0.0,0.1111111111111111,2.110933758978452,38.64648933368449,0
2127,2024-05-22,3,2,5,4,6,1.05,1,0,0.0,0.14285714285714285,0.4189944134078213,28.98486700026337,0
2128,2024-06-23,2,1,4,3,10,6.68,1,1,63.18,0.09090909090909091,7.66560255387071,48.308111667105614,1
2129,2023-09-03,5,1,4,2,5,5.8,1,0,0.0,0.16666666666666666,2.314445331205108,24.154055833552807,0
2130,2024-03-03,1,0,4,5,5,9.15,1,1,18.52,0.16666666666666666,8.6512370311253,24.154055833552807,1
2131,2023-07-10,5,0,0,1,7,5.05,0,0,0.0,0.0,2.0151636073423784,33.81567816697393,0
2132,2024-08-08,5,0,2,3,7,6.4,0,1,73.32,0.0,7.553870710295292,33.81567816697393,1
2133,2023-06-02,3,1,0,0,3,5.08,0,0,0.0,0.0,2.0271348762968877,14.492433500131686,0
2134,2023-02-20,2,1,3,1,7,5.73,1,0,0.0,0.125,2.2865123703112533,33.81567816697393,0
2135,2023-01-08,3,1,0,4,4,7.12,0,0,0.0,0.0,2.841181165203512,19.323244666842246,2
2136,2024-12-20,4,1,1,4,4,5.54,0,0,0.0,0.0,2.2106943335993616,19.323244666842246,0
2137,2023-10-01,4,2,1,2,9,5.27,1,1,45.99,0.1,7.102952913008779,43.47730050039505,1
2138,2023-03-10,3,2,2,5,2,6.77,1,0,0.0,0.3333333333333333,2.701516360734238,9.661622333421123,2
2139,2024-07-25,5,1,2,0,11,4.24,1,1,84.42,0.08333333333333333,6.69193934557063,53.138922833816174,1
2140,2023-09-30,1,1,2,3,8,3.96,1,0,0.0,0.1111111111111111,1.5802075019952118,38.64648933368449,0
2141,2023-03-22,0,0,4,5,2,6.55,1,0,0.0,0.3333333333333333,2.6137270550678373,9.661622333421123,2
2142,2023-11-08,4,0,3,1,4,9.05,1,1,78.91,0.2,8.611332801276935,19.323244666842246,1
2143,2024-02-26,0,0,3,2,7,5.93,0,0,0.0,0.0,2.3663208300079805,33.81567816697393,2
2144,2024-03-13,4,1,2,3,5,4.47,0,1,88.93,0.0,6.783719074221867,24.154055833552807,1
2145,2024-09-11,0,0,3,0,4,7.03,0,0,0.0,0.0,2.8052673583399845,19.323244666842246,2
2146,2024-03-04,5,1,1,5,6,7.1,1,0,0.0,0.14285714285714285,2.833200319233839,28.98486700026337,2
2147,2023-12-14,2,1,1,3,5,5.58,0,0,0.0,0.0,2.2266560255387073,24.154055833552807,0
2148,2024-06-08,5,2,1,3,1,5.78,1,1,82.6,0.5,7.306464485235435,4.8308111667105615,1
2149,2023-01-19,2,0,3,0,5,8.65,0,0,0.0,0.0,3.4517158818834797,24.154055833552807,2
2150,2024-05-15,0,1,0,4,4,6.32,1,1,147.65,0.2,7.5219473264166,19.323244666842246,1
2151,2024-08-31,4,1,5,3,11,6.89,1,0,0.0,0.08333333333333333,2.7494014365522745,53.138922833816174,2
2152,2023-06-19,3,2,4,2,3,6.55,1,1,62.49,0.25,7.613727055067837,14.492433500131686,1
2153,2024-06-09,4,1,2,0,10,7.62,0,1,73.3,0.0,8.040702314445332,48.308111667105614,1
2154,2024-09-02,2,0,3,4,10,6.19,0,1,43.02,0.0,7.470071827613728,48.308111667105614,1
2155,2024-07-04,5,0,4,3,6,8.72,1,0,0.0,0.14285714285714285,3.4796488427773347,28.98486700026337,2
2156,2023-06-05,0,2,3,5,7,7.62,0,0,0.0,0.0,3.0407023144453316,33.81567816697393,2
2157,2023-07-08,1,1,2,0,5,6.16,0,0,0.0,0.0,2.458100558659218,24.154055833552807,2
2158,2023-12-06,1,0,3,5,5,8.9,0,0,0.0,0.0,3.55147645650439,24.154055833552807,2
2159,2023-06-28,2,0,5,2,7,5.44,1,1,60.34,0.125,7.170790103750997,33.81567816697393,1
2160,2023-01-20,0,0,0,3,5,7.55,0,0,0.0,0.0,3.0127693535514766,24.154055833552807,2
2161,2023-01-28,5,0,1,5,6,5.12,0,0,0.0,0.0,2.043096568236233,28.98486700026337,0
2162,2024-03-28,5,2,3,5,10,5.74,1,1,109.17,0.09090909090909091,7.290502793296089,48.308111667105614,1
2163,2023-06-26,3,0,2,2,6,6.53,1,0,0.0,0.14285714285714285,2.605746209098165,28.98486700026337,2
2164,2024-05-01,2,2,4,2,1,7.82,1,0,0.0,0.5,3.1205107741420597,4.8308111667105615,2
2165,2024-02-08,2,2,1,0,10,6.69,0,1,13.96,0.0,7.669592976855547,48.308111667105614,1
2166,2024-12-14,0,1,1,0,10,6.13,0,0,0.0,0.0,2.4461292897047087,48.308111667105614,2
2167,2024-03-12,5,1,4,2,7,8.05,1,0,0.0,0.125,3.212290502793296,33.81567816697393,2
2168,2024-05-14,0,2,1,3,7,6.6,1,0,0.0,0.125,2.6336791699920195,33.81567816697393,2
2169,2023-07-01,5,0,5,3,6,6.64,1,0,0.0,0.14285714285714285,2.649640861931365,28.98486700026337,2
2170,2024-08-31,0,1,2,0,7,5.44,1,1,61.85,0.125,7.170790103750997,33.81567816697393,1
2171,2023-05-09,0,0,3,1,6,4.03,1,0,0.0,0.14285714285714285,1.6081404628890663,28.98486700026337,0
2172,2023-08-13,2,2,0,5,8,7.25,0,1,69.93,0.0,7.893056664006385,38.64648933368449,1
2173,2024-12-15,3,0,1,3,10,4.32,1,1,144.71,0.09090909090909091,6.723862729449322,48.308111667105614,1
